Session_Connection_Time,Bytes_Transferred,Servers_Corrupted,Pages_Corrupted,WPM_Typing_Speed,bytes_per_min,pages_per_min,servers_per_min,cluster,Location
45.0,1081.75,5.66,13.0,44.69,24.038888888888888,0.28888888888888886,0.1257777777777778,1,Macao
52.0,970.78,6.97,13.0,42.84,18.668846153846154,0.25,0.13403846153846152,1,Cape Verde
31.0,823.61,7.35,14.0,47.0,26.568064516129034,0.45161290322580644,0.23709677419354838,1,Sri Lanka
47.0,853.6,7.4,15.0,47.16,18.161702127659574,0.3191489361702128,0.1574468085106383,1,British Indian Ocean Territory (Chagos Archipelago)
55.0,595.19,8.04,14.0,45.14,10.821636363636365,0.2545454545454545,0.14618181818181816,1,Western Sahara
40.0,816.29,8.71,13.0,44.36,20.407249999999998,0.325,0.21775000000000003,1,Syrian Arab Republic
40.0,1024.68,8.29,15.0,46.24,25.617,0.375,0.20725,1,Czech Republic
45.0,921.05,5.82,13.0,43.01,20.467777777777776,0.28888888888888886,0.12933333333333333,1,Togo
42.0,500.49,8.21,12.0,43.7,11.916428571428572,0.2857142857142857,0.1954761904761905,1,Sweden
42.0,978.74,8.43,14.0,45.45,23.303333333333335,0.3333333333333333,0.2007142857142857,1,French Polynesia
45.0,756.64,8.12,13.0,42.95,16.81422222222222,0.28888888888888886,0.18044444444444444,1,Iraq
50.0,1105.8,6.69,14.0,45.61,22.116,0.28,0.1338,1,Moldova
52.0,749.56,7.2,14.0,44.04,14.414615384615384,0.2692307692307692,0.13846153846153847,1,Dominican Republic
31.0,962.5,6.54,14.0,44.5,31.048387096774192,0.45161290322580644,0.21096774193548387,1,Czech Republic
41.0,871.18,6.89,14.0,45.88,21.248292682926827,0.34146341463414637,0.16804878048780486,1,Christmas Island
55.0,804.37,10.0,13.0,43.74,14.62490909090909,0.23636363636363636,0.18181818181818182,1,Cuba
33.0,916.74,6.96,14.0,42.5,27.78,0.42424242424242425,0.2109090909090909,1,Pitcairn Islands
38.0,546.22,7.72,14.0,40.58,14.37421052631579,0.3684210526315789,0.2031578947368421,1,Ukraine
45.0,952.8,7.4,14.0,46.02,21.173333333333332,0.3111111111111111,0.16444444444444445,1,Switzerland
42.0,603.0,6.51,13.0,42.04,14.357142857142858,0.30952380952380953,0.155,1,Greece
33.0,709.34,7.42,14.0,42.49,21.495151515151516,0.42424242424242425,0.22484848484848485,1,Burundi
38.0,407.63,7.68,14.0,48.11,10.727105263157895,0.3684210526315789,0.20210526315789473,1,Palau
40.0,920.82,8.52,14.0,47.97,23.020500000000002,0.35,0.213,1,Macao
43.0,712.2,7.5,13.0,41.72,16.56279069767442,0.3023255813953488,0.1744186046511628,1,Papua New Guinea
56.0,1190.87,5.77,14.0,45.16,21.26553571428571,0.25,0.10303571428571427,1,Reunion
47.0,897.11,8.33,15.0,45.4,19.087446808510638,0.3191489361702128,0.1772340425531915,1,Rwanda
32.0,799.24,7.19,14.0,44.41,24.97625,0.4375,0.2246875,1,Svalbard & Jan Mayen Islands
43.0,663.74,7.45,13.0,46.76,15.435813953488372,0.3023255813953488,0.17325581395348838,1,Liechtenstein
38.0,840.81,6.35,13.0,44.32,22.12657894736842,0.34210526315789475,0.16710526315789473,1,Niger
55.0,970.68,7.93,15.0,43.68,17.64872727272727,0.2727272727272727,0.1441818181818182,1,Haiti
27.0,844.01,7.73,13.0,45.89,31.25962962962963,0.48148148148148145,0.2862962962962963,1,Tuvalu
47.0,540.31,7.78,13.0,43.95,11.495957446808509,0.2765957446808511,0.16553191489361702,1,Colombia
46.0,1046.05,6.86,15.0,42.75,22.74021739130435,0.32608695652173914,0.1491304347826087,1,Azerbaijan
44.0,675.72,7.8,14.0,43.04,15.357272727272727,0.3181818181818182,0.17727272727272728,1,Latvia
43.0,837.58,6.29,14.0,44.69,19.47860465116279,0.32558139534883723,0.14627906976744187,1,Saint Barthelemy
49.0,1330.5,7.96,13.0,42.56,27.153061224489797,0.2653061224489796,0.16244897959183674,1,Andorra
40.0,993.62,7.03,14.0,43.46,24.8405,0.35,0.17575000000000002,1,Australia
49.0,847.11,9.03,13.0,42.11,17.28795918367347,0.2653061224489796,0.18428571428571427,1,Antarctica (the territory South of 60 deg S)
48.0,1114.98,6.74,14.0,43.92,23.22875,0.2916666666666667,0.14041666666666666,1,Trinidad and Tobago
52.0,800.64,6.1,14.0,43.45,15.396923076923077,0.2692307692307692,0.11730769230769231,1,United States Virgin Islands
39.0,866.95,6.82,14.0,44.12,22.22948717948718,0.358974358974359,0.17487179487179488,1,Paraguay
33.0,1129.19,6.77,14.0,44.34,34.21787878787879,0.42424242424242425,0.20515151515151514,1,Mauritania
37.0,832.2,7.75,15.0,42.24,22.491891891891893,0.40540540540540543,0.20945945945945946,1,Libyan Arab Jamahiriya
52.0,942.14,6.95,14.0,45.78,18.118076923076924,0.2692307692307692,0.13365384615384615,1,Myanmar
37.0,1053.76,7.34,14.0,41.59,28.48,0.3783783783783784,0.19837837837837838,1,Indonesia
48.0,870.01,7.61,14.0,44.98,18.125208333333333,0.2916666666666667,0.15854166666666666,1,Antigua and Barbuda
35.0,699.3,7.51,14.0,45.4,19.98,0.4,0.21457142857142855,1,Saint Kitts and Nevis
44.0,881.73,7.05,15.0,43.8,20.03931818181818,0.3409090909090909,0.16022727272727272,1,Reunion
51.0,723.94,6.34,13.0,44.27,14.194901960784314,0.2549019607843137,0.12431372549019608,1,Paraguay
41.0,760.15,7.63,14.0,41.8,18.540243902439023,0.34146341463414637,0.18609756097560975,1,Equatorial Guinea
44.0,957.05,6.38,13.0,42.17,21.751136363636363,0.29545454545454547,0.145,1,United Arab Emirates
41.0,944.84,7.79,14.0,41.73,23.04487804878049,0.34146341463414637,0.19,1,Belgium
33.0,834.11,5.79,14.0,44.96,25.276060606060607,0.42424242424242425,0.17545454545454545,1,Jamaica
41.0,706.51,7.61,14.0,44.58,17.231951219512194,0.34146341463414637,0.18560975609756097,1,French Southern Territories
44.0,749.63,7.26,14.0,42.6,17.037045454545453,0.3181818181818182,0.165,1,Germany
42.0,1056.32,7.98,14.0,43.92,25.15047619047619,0.3333333333333333,0.19,1,Nauru
45.0,584.73,6.56,15.0,41.72,12.994,0.3333333333333333,0.14577777777777776,1,Ukraine
39.0,830.06,7.5,14.0,42.7,21.283589743589744,0.358974358974359,0.19230769230769232,1,Guernsey
44.0,794.9,6.27,14.0,43.39,18.06590909090909,0.3181818181818182,0.1425,1,Zimbabwe
52.0,951.14,8.66,14.0,47.74,18.291153846153847,0.2692307692307692,0.16653846153846155,1,Bulgaria
43.0,1039.8,7.08,13.0,44.98,24.18139534883721,0.3023255813953488,0.16465116279069766,1,Iraq
39.0,833.94,7.52,14.0,46.68,21.383076923076924,0.358974358974359,0.1928205128205128,1,Svalbard & Jan Mayen Islands
50.0,842.78,6.62,15.0,44.69,16.8556,0.3,0.1324,1,United States Virgin Islands
37.0,746.81,7.93,14.0,43.12,20.18405405405405,0.3783783783783784,0.21432432432432433,1,Guinea-Bissau
39.0,761.91,6.99,14.0,43.23,19.536153846153844,0.358974358974359,0.17923076923076925,1,Belarus
43.0,983.48,8.6,13.0,43.21,22.871627906976745,0.3023255813953488,0.19999999999999998,1,British Indian Ocean Territory (Chagos Archipelago)
39.0,690.22,6.8,13.0,42.75,17.69794871794872,0.3333333333333333,0.17435897435897435,1,Guinea-Bissau
36.0,1060.69,6.26,14.0,43.86,29.463611111111113,0.3888888888888889,0.17388888888888887,1,Canada
42.0,729.47,7.95,14.0,45.27,17.368333333333332,0.3333333333333333,0.18928571428571428,1,Tuvalu
